event_time_ms,open,high,low,close,volume,turnover
1723017600000,2509.66,2525.49,2503.0,2523.61,38056.42,95724104.3702
1723021200000,2523.61,2538.6,2511.66,2516.59,43597.59,110150725.0172
1723024800000,2516.59,2551.3,2506.73,2507.17,62550.58,158158077.1886
1723028400000,2507.17,2513.7,2469.35,2471.61,78593.46,195411531.5233
1723032000000,2471.61,2481.94,2447.01,2467.81,98147.73,242079078.5499
1723035600000,2467.81,2486.89,2434.69,2446.25,94343.52,231932347.6024
1723039200000,2446.25,2454.03,2363.16,2388.61,214568.09,514798800.3006
1723042800000,2388.61,2421.45,2378.27,2411.79,98953.51,237311611.8888
1723046400000,2411.79,2415.0,2375.21,2390.09,71391.81,170915375.5992
1723050000000,2390.09,2402.82,2353.44,2365.88,89234.91,211910627.1379
1723053600000,2365.88,2377.49,2325.03,2343.16,116458.03,273805612.9159
1723057200000,2343.16,2361.29,2341.42,2349.1,34296.58,80635296.9982
1723060800000,2349.1,2367.06,2306.16,2347.75,92560.7,216599789.766
1723064400000,2347.75,2368.88,2332.32,2358.78,34682.17,81537620.1991
1723068000000,2358.78,2361.86,2311.6,2355.39,41184.93,96144037.6001
1723071600000,2355.39,2364.16,2330.93,2341.5,22553.12,52945095.1847
1723075200000,2341.5,2356.46,2318.48,2352.27,53593.99,125278714.8035
1723078800000,2352.27,2444.67,2350.61,2439.38,118839.64,286035878.2946
1723082400000,2439.38,2464.46,2436.34,2454.26,59358.77,145625225.8969
1723086000000,2454.26,2458.44,2426.49,2428.2,53666.53,131004850.4761
1723089600000,2428.2,2444.11,2416.89,2420.87,35563.33,86416271.0346
1723093200000,2420.87,2433.0,2417.51,2421.45,24884.75,60386291.8961
1723096800000,2421.45,2438.34,2409.06,2430.98,33645.58,81658849.9634
1723100400000,2430.98,2431.8,2410.02,2412.59,29219.58,70729811.1409
1723104000000,2412.59,2431.12,2406.0,2426.07,24111.01,58299276.6529
1723107600000,2426.07,2451.0,2413.09,2435.6,50802.24,123775176.7497
1723111200000,2435.6,2449.45,2423.83,2445.93,31927.98,77804185.5723
1723114800000,2445.93,2460.15,2439.5,2446.41,44182.7,108209666.7256
1723118400000,2446.41,2526.67,2439.03,2480.98,189140.96,470104747.4499
1723122000000,2480.98,2485.48,2409.46,2432.58,125054.81,306349249.6226
1723125600000,2432.58,2505.73,2427.69,2498.0,99758.79,246669808.3563
1723129200000,2498.0,2511.99,2478.79,2505.87,83001.5,206950615.1077
1723132800000,2505.87,2592.99,2502.61,2584.88,205156.83,524474779.0582
1723136400000,2584.88,2606.66,2569.44,2577.44,132062.84,341216820.588
1723140000000,2577.44,2594.08,2573.99,2576.89,38147.85,98505892.5256
1723143600000,2576.89,2587.47,2562.98,2572.05,39359.73,101463754.3828
1723147200000,2572.05,2579.92,2565.22,2567.9,18264.88,46985918.8405
1723150800000,2567.9,2658.12,2567.42,2639.35,78508.9,205223950.3709
1723154400000,2639.35,2724.73,2615.55,2706.78,141245.48,375354721.1897
1723158000000,2706.78,2722.24,2675.0,2681.52,72537.32,195287917.2593
1723161600000,2681.52,2694.31,2648.6,2664.99,101979.58,272485782.263
1723165200000,2664.99,2673.73,2645.69,2669.35,33132.26,88131845.941
1723168800000,2669.35,2681.99,2657.62,2667.36,23969.72,64011080.8462
1723172400000,2667.36,2701.17,2665.57,2693.47,33327.59,89556876.9369
1723176000000,2693.47,2707.94,2658.03,2658.41,40992.48,109954869.8567
1723179600000,2658.41,2677.93,2648.15,2675.79,41675.14,110946069.2776
1723183200000,2675.79,2703.66,2672.93,2687.0,46629.81,125442598.8302
1723186800000,2687.0,2697.78,2661.0,2668.75,50213.75,134350477.612
1723190400000,2668.75,2673.86,2654.0,2669.71,29115.06,77628875.6901
1723194000000,2669.71,2679.78,2649.02,2657.23,33504.91,89243954.9959
1723197600000,2657.23,2660.52,2615.4,2633.55,89186.81,234715919.4791
1723201200000,2633.55,2641.43,2616.41,2633.23,23048.64,60614909.5335
1723204800000,2633.23,2646.51,2608.49,2626.4,56762.87,149096898.1777
1723208400000,2626.4,2637.22,2577.31,2614.69,117485.12,305371723.8677
1723212000000,2614.69,2663.22,2555.65,2589.35,136415.68,355325960.4801
1723215600000,2589.35,2604.36,2555.2,2556.72,55904.0,144123521.547
1723219200000,2556.72,2594.15,2550.54,2591.87,51447.43,132500286.0519
1723222800000,2591.87,2608.29,2583.02,2589.01,30849.08,80037008.06
1723226400000,2589.01,2596.15,2573.17,2585.19,19316.26,49932900.3643
1723230000000,2585.19,2598.77,2576.43,2588.87,14569.09,37745281.8161
1723233600000,2588.87,2606.68,2585.5,2591.58,18948.82,49153772.5031
1723237200000,2591.58,2605.38,2560.01,2600.71,33381.74,86089979.1869
1723240800000,2600.71,2613.18,2583.38,2596.91,24192.26,62839789.4436
1723244400000,2596.91,2600.95,2572.22,2597.7,19520.17,50506794.3994
1723248000000,2597.7,2643.88,2574.08,2582.99,78841.61,205148687.3721
1723251600000,2582.99,2611.12,2579.0,2598.52,36210.57,94211368.1794
1723255200000,2598.52,2614.0,2591.04,2602.98,13976.98,36402485.6108
1723258800000,2602.98,2606.21,2591.39,2601.26,9504.27,24708017.9444
1723262400000,2601.26,2603.32,2586.7,2598.78,9785.55,25393023.8128
1723266000000,2598.78,2609.18,2593.17,2605.04,12248.12,31873988.7156
1723269600000,2605.04,2624.8,2602.45,2618.84,17344.77,45373901.3794
1723273200000,2618.84,2636.84,2617.54,2632.89,25773.86,67750505.4292
1723276800000,2632.89,2639.41,2621.53,2628.51,18449.23,48513170.3385
1723280400000,2628.51,2639.89,2625.27,2631.47,17583.56,46303940.6027
1723284000000,2631.47,2638.22,2622.55,2628.64,13193.43,34688584.0641
1723287600000,2628.64,2641.88,2626.73,2635.66,11542.26,30411825.5622
1723291200000,2635.66,2637.13,2627.09,2629.25,7665.67,20168850.2189
1723294800000,2629.25,2630.8,2604.34,2607.86,29887.74,78190112.5573
1723298400000,2607.86,2617.72,2602.51,2609.0,13835.97,36113801.6542
1723302000000,2609.0,2621.92,2595.38,2598.13,17262.65,45059119.4137
1723305600000,2598.13,2607.82,2588.0,2606.21,27824.07,72303935.4427
1723309200000,2606.21,2615.0,2598.38,2609.52,8707.35,22679343.3513
1723312800000,2609.52,2622.18,2598.38,2599.95,26062.35,68039415.6351
1723316400000,2599.95,2610.26,2593.67,2601.61,12005.74,31232432.4828
1723320000000,2601.61,2606.38,2595.0,2603.62,8302.74,21588298.0113
1723323600000,2603.62,2616.74,2603.06,2612.23,8214.67,21442746.8442
1723327200000,2612.23,2612.23,2603.04,2604.96,5809.69,15142054.1954
1723330800000,2604.96,2608.96,2598.53,2608.56,5602.33,14583576.3721
1723334400000,2608.56,2628.59,2604.57,2623.42,15829.22,41478644.1441
1723338000000,2623.42,2630.83,2617.0,2628.22,8970.71,23538887.8042
1723341600000,2628.22,2630.75,2620.52,2623.61,4925.64,12935042.1089
1723345200000,2623.61,2668.02,2623.61,2645.36,40000.36,106027060.5447
1723348800000,2645.36,2652.87,2632.23,2642.97,19127.57,50534904.4205
1723352400000,2642.97,2665.39,2641.72,2659.79,12009.63,31886407.6888
1723356000000,2659.79,2665.0,2650.0,2658.19,21584.46,57343262.4988
1723359600000,2658.19,2683.34,2658.19,2676.09,26948.5,71986156.5605
1723363200000,2676.09,2696.99,2673.01,2684.35,27267.95,73214515.0079
1723366800000,2684.35,2718.68,2680.21,2682.66,63861.71,172301267.8957
1723370400000,2682.66,2694.0,2671.46,2674.46,29046.33,77886112.2452
1723374000000,2674.46,2676.0,2642.97,2651.4,65767.34,174698684.0208
1723377600000,2651.4,2654.71,2623.83,2636.44,45369.09,119619255.7116
1723381200000,2636.44,2643.76,2615.17,2636.98,32698.4,85934163.5598
1723384800000,2636.98,2650.77,2600.92,2613.7,44216.72,116258662.7628
1723388400000,2613.7,2622.43,2591.87,2612.49,43628.61,113832983.585
1723392000000,2612.49,2636.82,2602.2,2624.34,31222.73,81755781.008
1723395600000,2624.34,2641.74,2615.71,2634.93,29884.27,78590344.0805
1723399200000,2634.93,2645.0,2626.3,2637.25,20468.82,53942839.535
1723402800000,2637.25,2638.14,2594.11,2598.01,48917.04,127724604.2001
1723406400000,2598.01,2601.79,2537.53,2556.64,155321.5,398340817.715
1723410000000,2556.64,2584.41,2542.76,2580.01,51644.73,132210172.163
1723413600000,2580.01,2594.2,2538.94,2566.44,53561.16,137184683.5579
1723417200000,2566.44,2566.5,2550.07,2554.38,21297.89,54501416.3039
1723420800000,2554.38,2576.88,2508.28,2536.14,121842.42,308954786.9231
1723424400000,2536.14,2558.85,2527.65,2548.21,31428.48,80025267.4837
1723428000000,2548.21,2552.75,2532.52,2550.17,18618.53,47312607.8851
1723431600000,2550.17,2556.33,2530.0,2539.86,22185.56,56379054.3023
1723435200000,2539.86,2550.84,2533.46,2537.62,13712.1,34853879.282
1723438800000,2537.62,2553.63,2533.56,2552.47,18830.38,47918358.3075
1723442400000,2552.47,2561.31,2540.52,2551.67,27795.45,70870419.5003
1723446000000,2551.67,2582.72,2514.52,2566.0,68679.11,175235105.9808
1723449600000,2566.0,2596.24,2556.29,2561.7,56386.4,145517866.661
1723453200000,2561.7,2598.15,2561.05,2595.31,43233.01,111554932.134
1723456800000,2595.31,2642.53,2586.6,2640.21,84729.23,222034307.4655
1723460400000,2640.21,2682.0,2634.53,2672.06,87260.45,232472855.4568
1723464000000,2672.06,2699.19,2664.4,2683.87,81466.49,218197219.7801
1723467600000,2683.87,2703.67,2601.26,2613.15,168851.92,448027369.8988
1723471200000,2613.15,2724.87,2590.02,2701.58,213678.21,570593347.8404
1723474800000,2701.58,2710.57,2643.75,2687.94,136623.32,365227226.9421
1723478400000,2687.94,2697.58,2661.44,2666.93,46652.37,124856960.994
1723482000000,2666.93,2678.35,2652.29,2653.73,32075.97,85466756.0408
1723485600000,2653.73,2674.3,2625.77,2630.63,51579.55,136776369.5061
1723489200000,2630.63,2663.23,2630.63,2658.6,26129.52,69224230.7161
1723492800000,2658.6,2705.36,2656.99,2680.21,65440.58,175572973.8992
1723496400000,2680.21,2693.33,2656.62,2682.14,41511.92,110991014.3628
1723500000000,2682.14,2704.27,2680.35,2695.4,34187.01,92080736.0809
1723503600000,2695.4,2750.73,2694.12,2721.39,93413.4,254946695.1045
1723507200000,2721.39,2729.54,2703.23,2718.17,53912.11,146355235.1417
1723510800000,2718.17,2733.55,2705.6,2732.51,26484.04,71967147.861
1723514400000,2732.51,2737.76,2688.84,2713.67,48660.92,131763787.6041
1723518000000,2713.67,2715.0,2647.88,2655.3,120700.6,322341463.4777
1723521600000,2655.3,2661.41,2641.06,2658.89,35211.29,93377555.0949
1723525200000,2658.89,2663.42,2648.81,2651.24,19488.26,51772461.5869
1723528800000,2651.24,2657.59,2633.44,2653.05,40215.8,106397139.9267
1723532400000,2653.05,2660.9,2640.16,2647.06,29600.64,78484786.1323
1723536000000,2647.06,2656.83,2631.18,2641.34,30433.47,80340226.0062
1723539600000,2641.34,2645.95,2625.31,2640.5,26320.15,69357997.4814
1723543200000,2640.5,2642.96,2608.61,2631.82,57584.23,151036312.1841
1723546800000,2631.82,2647.43,2628.02,2643.01,22154.87,58454337.5684
1723550400000,2643.01,2662.3,2632.0,2649.19,64703.59,171256507.5177
1723554000000,2649.19,2674.0,2634.29,2668.21,52419.99,139319903.7521
1723557600000,2668.21,2673.71,2629.0,2661.36,79747.41,211458070.963
1723561200000,2661.36,2664.0,2641.79,2651.16,31337.79,83130066.4303
1723564800000,2651.16,2717.28,2648.76,2714.89,93866.1,252245045.6048
1723568400000,2714.89,2730.39,2701.11,2712.05,95390.32,258861539.0971
1723572000000,2712.05,2713.5,2686.46,2696.55,51842.06,139949585.2363
1723575600000,2696.55,2718.11,2672.46,2710.38,66955.61,180721270.3501
1723579200000,2710.38,2714.57,2696.44,2697.01,23605.13,63887146.7415
1723582800000,2697.01,2730.68,2692.81,2729.85,25954.7,70477751.5039
1723586400000,2729.85,2733.59,2706.34,2712.8,25920.15,70454129.827
1723590000000,2712.8,2712.95,2690.92,2701.25,27413.85,74049677.3267
1723593600000,2701.25,2716.55,2691.62,2714.48,17427.2,47091053.9694
1723597200000,2714.48,2719.03,2688.0,2689.27,16136.71,43587578.0804
1723600800000,2689.27,2712.99,2683.79,2707.82,21894.04,59097390.7946
1723604400000,2707.82,2725.0,2703.72,2707.74,23117.76,62752645.5503
1723608000000,2707.74,2723.2,2706.22,2719.24,16634.71,45161839.4703
1723611600000,2719.24,2744.68,2713.79,2722.83,53803.6,146973492.9761
1723615200000,2722.83,2749.95,2715.7,2726.39,40715.69,111219797.1015
1723618800000,2726.39,2728.42,2716.01,2726.3,17989.54,48976897.2317
1723622400000,2726.3,2736.57,2712.3,2724.64,28060.19,76470503.134
1723626000000,2724.64,2729.45,2717.97,2720.27,13105.81,35683514.2536
1723629600000,2720.27,2761.98,2719.11,2741.0,79693.53,218965383.7618
1723633200000,2741.0,2755.38,2723.41,2748.39,63448.91,173844402.0692
1723636800000,2748.39,2783.84,2717.45,2730.48,150699.51,414145344.1856
1723640400000,2730.48,2737.51,2648.42,2657.8,178024.14,478742801.3271
1723644000000,2657.8,2667.75,2628.51,2651.73,140686.67,372641693.7623
1723647600000,2651.73,2684.68,2636.32,2672.35,115078.24,306186760.5063
1723651200000,2672.35,2672.51,2639.2,2662.41,95747.51,254291863.2358
1723654800000,2662.41,2671.98,2650.05,2657.32,30180.88,80344427.1987
1723658400000,2657.32,2667.41,2644.55,2657.6,29833.36,79211910.957
1723662000000,2657.6,2671.1,2649.24,2667.63,25444.21,67678971.1952
1723665600000,2667.63,2677.89,2665.0,2675.13,24492.42,65432845.443
1723669200000,2675.13,2679.35,2660.7,2662.6,16446.22,43911467.78
1723672800000,2662.6,2669.57,2638.27,2668.81,37723.84,100189822.3878
1723676400000,2668.81,2672.85,2659.0,2659.8,9518.05,25372393.9759
1723680000000,2659.8,2672.45,2653.0,2665.05,15623.71,41614180.195
1723683600000,2665.05,2666.01,2635.24,2642.81,27796.63,73706298.4069
1723687200000,2642.81,2661.96,2631.42,2647.1,46144.98,122150465.05
1723690800000,2647.1,2654.4,2645.25,2651.0,11787.44,31242290.7849
1723694400000,2651.0,2653.0,2641.15,2650.84,12090.08,32001378.2635
1723698000000,2650.84,2655.91,2629.17,2635.31,27800.96,73471800.8621
1723701600000,2635.31,2639.84,2606.15,2622.47,54539.14,143023854.1263
1723705200000,2622.47,2623.64,2587.7,2613.59,59556.44,155197806.8732
1723708800000,2613.59,2620.28,2603.88,2619.77,24785.51,64766527.9181
1723712400000,2619.77,2629.6,2616.0,2622.01,33027.88,86648355.7057
1723716000000,2622.01,2625.38,2612.24,2616.55,16183.78,42385235.7288
1723719600000,2616.55,2643.0,2615.5,2636.25,25697.76,67676130.4649
1723723200000,2636.25,2665.99,2631.43,2640.2,78349.81,207541481.5839
1723726800000,2640.2,2667.99,2631.53,2661.61,43073.98,114239442.8299
1723730400000,2661.61,2668.5,2645.01,2652.99,40618.46,107892939.3759
1723734000000,2652.99,2674.4,2645.45,2667.24,39295.5,104608100.7599
1723737600000,2667.24,2674.46,2650.82,2656.35,29642.5,78893423.7759
1723741200000,2656.35,2659.54,2600.02,2612.67,64007.42,168436590.7093
1723744800000,2612.67,2612.67,2540.4,2552.26,188540.51,483264230.4622
1723748400000,2552.26,2555.94,2519.71,2548.0,132305.69,336018899.4495
1723752000000,2548.0,2549.28,2512.3,2548.36,78940.02,199951983.3449
1723755600000,2548.36,2571.95,2531.42,2570.52,69415.55,176988610.1573
1723759200000,2570.52,2588.42,2558.81,2575.24,40182.64,103431035.0479
1723762800000,2575.24,2580.57,2565.26,2568.74,15609.93,40160386.2951
1723766400000,2568.74,2578.89,2564.34,2571.47,15746.81,40481676.046
1723770000000,2571.47,2577.81,2549.57,2571.19,25473.99,65226681.7768
1723773600000,2571.19,2609.18,2559.47,2593.25,51794.67,134261502.8066
1723777200000,2593.25,2593.59,2574.51,2578.55,22272.9,57505199.2193
1723780800000,2578.55,2597.82,2576.31,2596.07,19655.42,50879039.7236
1723784400000,2596.07,2603.56,2590.8,2595.12,19835.75,51527232.6037
1723788000000,2595.12,2627.94,2592.46,2624.91,33154.0,86629516.817
1723791600000,2624.91,2627.78,2611.98,2616.23,19680.5,51528203.2665
1723795200000,2616.23,2624.78,2609.31,2617.03,23374.22,61170510.1564
1723798800000,2617.03,2625.78,2610.48,2625.3,20326.31,53240178.6397
1723802400000,2625.3,2625.43,2610.06,2616.69,18658.78,48788508.8531
1723806000000,2616.69,2624.14,2604.59,2610.92,23787.05,62174430.9621
1723809600000,2610.92,2616.08,2558.03,2573.46,84240.03,217357238.5436
1723813200000,2573.46,2617.95,2564.92,2592.54,97166.03,252231658.0774
1723816800000,2592.54,2599.4,2569.02,2580.53,46624.26,120481680.3174
1723820400000,2580.53,2591.97,2548.52,2567.0,59092.49,151752084.8984
1723824000000,2567.0,2609.83,2561.87,2592.71,65096.55,168752511.5494
1723827600000,2592.71,2614.29,2566.58,2609.59,57165.82,147907484.2584
1723831200000,2609.59,2629.57,2602.43,2612.79,61222.14,160238302.7236
1723834800000,2612.79,2628.65,2610.94,2618.81,31289.13,81991035.9647
1723838400000,2618.81,2625.03,2606.01,2606.79,32757.4,85737740.5587
1723842000000,2606.79,2611.21,2590.5,2599.42,27689.22,72013944.3644
1723845600000,2599.42,2604.43,2591.62,2594.05,11382.15,29565605.4862
1723849200000,2594.05,2598.29,2585.27,2591.53,15364.42,39815759.2474
1723852800000,2591.53,2600.79,2585.56,2598.0,12594.87,32655239.457
1723856400000,2598.0,2606.8,2594.61,2602.32,14324.12,37260717.8373
1723860000000,2602.32,2606.75,2594.89,2596.89,8491.71,22081811.6006
1723863600000,2596.89,2598.61,2586.75,2594.33,9254.51,23990622.9893
1723867200000,2594.33,2601.57,2591.01,2599.88,6307.69,16381272.8512
1723870800000,2599.88,2601.31,2594.8,2599.84,4164.28,10820912.189
1723874400000,2599.84,2602.4,2594.8,2596.08,5125.96,13319258.1127
1723878000000,2596.08,2599.32,2589.1,2598.68,13767.81,35715785.3891
1723881600000,2598.68,2600.81,2593.01,2600.33,8982.09,23330649.8459
1723885200000,2600.33,2606.22,2595.25,2602.76,13418.38,34910872.8792
1723888800000,2602.76,2604.86,2594.35,2595.6,9981.95,25930589.6012
1723892400000,2595.6,2600.39,2591.9,2598.05,12472.32,32386125.1464
1723896000000,2598.05,2603.42,2595.4,2602.0,7035.53,18288521.5591
1723899600000,2602.0,2613.23,2597.4,2603.37,29205.97,76134079.4152
1723903200000,2603.37,2615.39,2597.33,2612.38,15444.22,40249308.0541
1723906800000,2612.38,2617.88,2603.06,2605.4,16064.57,41951649.2356
1723910400000,2605.4,2626.73,2605.3,2618.77,18668.91,48855526.9084
1723914000000,2618.77,2626.31,2613.29,2613.9,10836.48,28384230.9323
1723917600000,2613.9,2617.12,2606.0,2609.5,7926.15,20694997.543
1723921200000,2609.5,2615.71,2606.99,2613.94,7654.65,19980468.1797
1723924800000,2613.94,2617.04,2609.54,2613.17,5210.07,13618066.4631
1723928400000,2613.17,2615.92,2597.66,2605.93,13629.95,35502374.9562
1723932000000,2605.93,2612.96,2605.48,2607.88,7195.58,18770731.4175
1723935600000,2607.88,2614.13,2605.9,2613.47,6123.93,15985756.8555
1723939200000,2613.47,2622.79,2609.37,2615.67,12484.37,32667567.9241
1723942800000,2615.67,2618.78,2604.1,2607.2,11328.77,29567837.9375
1723946400000,2607.2,2635.0,2603.28,2629.55,37426.57,98185956.9435
1723950000000,2629.55,2638.0,2603.15,2605.18,30189.29,79147843.0978
1723953600000,2605.18,2607.15,2592.5,2601.27,20143.61,52376988.5756
1723957200000,2601.27,2609.16,2597.68,2600.99,13434.8,34976475.309
1723960800000,2600.99,2607.49,2599.57,2605.03,5736.33,14937045.9895
1723964400000,2605.03,2607.98,2600.96,2606.44,7420.97,19329824.6365
1723968000000,2606.44,2618.52,2604.02,2616.06,11548.05,30146796.1978
1723971600000,2616.06,2671.42,2614.08,2643.99,75233.03,198789369.7942
1723975200000,2643.99,2665.47,2642.49,2642.95,52526.87,139439290.5375
1723978800000,2642.95,2651.98,2640.38,2648.17,19975.61,52867571.7567
1723982400000,2648.17,2687.0,2641.71,2665.54,48820.16,130170924.7336
1723986000000,2665.54,2682.37,2659.34,2660.03,23730.91,63390938.5494
1723989600000,2660.03,2669.75,2655.66,2662.53,19274.52,51331929.7509
1723993200000,2662.53,2672.79,2658.02,2670.99,11433.94,30479766.1799
1723996800000,2670.99,2677.62,2665.51,2667.6,12006.45,32078731.1605
1724000400000,2667.6,2669.62,2641.87,2649.57,24791.21,65729422.8206
1724004000000,2649.57,2659.72,2645.76,2658.72,8853.94,23493315.9317
1724007600000,2658.72,2669.16,2656.69,2666.8,9018.54,24022625.9064
1724011200000,2666.8,2669.44,2661.94,2664.37,7811.03,20826466.0511
1724014800000,2664.37,2664.73,2635.6,2642.22,17356.73,45958960.9679
1724018400000,2642.22,2656.85,2640.83,2644.87,14313.29,37918556.6957
1724022000000,2644.87,2647.19,2608.1,2610.51,58852.6,154513433.6954
1724025600000,2610.51,2626.36,2601.0,2610.84,45741.59,119487895.049
1724029200000,2610.84,2637.78,2609.21,2629.85,25182.12,66113544.2853
1724032800000,2629.85,2642.96,2625.57,2637.8,13214.21,34800725.6537
1724036400000,2637.8,2647.11,2634.13,2643.49,30210.25,79808963.5471
1724040000000,2643.49,2647.96,2629.97,2635.33,13650.69,36010659.6456
1724043600000,2635.33,2637.25,2618.55,2624.1,21328.73,56012681.8067
1724047200000,2624.1,2631.47,2617.15,2623.9,17283.53,45348835.568
1724050800000,2623.9,2631.05,2610.13,2612.79,27019.78,70729724.8683
1724054400000,2612.79,2621.1,2609.15,2613.4,23410.18,61207840.5776
1724058000000,2613.4,2620.64,2564.5,2578.3,96539.64,249601057.0996
1724061600000,2578.3,2584.6,2565.48,2574.65,51587.12,132874821.9062
1724065200000,2574.65,2590.75,2568.09,2586.23,29318.94,75599736.9757
1724068800000,2586.23,2592.53,2577.76,2584.25,22144.17,57240679.2636
1724072400000,2584.25,2603.54,2560.37,2568.21,76563.69,197598267.7961
1724076000000,2568.21,2584.43,2564.45,2583.51,32892.92,84652661.0236
1724079600000,2583.51,2591.77,2577.0,2583.0,25983.37,67164521.6692
1724083200000,2583.0,2588.3,2572.37,2583.69,31867.28,82259019.6026
1724086800000,2583.69,2629.72,2576.55,2605.48,87209.64,227364125.9626
1724090400000,2605.48,2615.0,2589.18,2607.29,24266.19,63129541.8259
1724094000000,2607.29,2611.99,2600.2,2605.45,12802.63,33358093.2276
1724097600000,2605.45,2625.11,2602.84,2614.2,20964.08,54798203.1928
1724101200000,2614.2,2624.05,2611.6,2614.08,13141.0,34396633.637
1724104800000,2614.08,2626.0,2614.08,2621.66,11205.34,29355138.2927
1724108400000,2621.66,2641.1,2614.68,2635.23,38567.16,101511856.5496
1724112000000,2635.23,2669.74,2619.49,2658.39,86023.5,227927927.543
1724115600000,2658.39,2676.87,2648.0,2650.73,35045.22,93311173.7019
1724119200000,2650.73,2655.0,2643.51,2653.46,11345.53,30055709.5234
1724122800000,2653.46,2661.59,2649.8,2660.99,10707.97,28438713.4175
1724126400000,2660.99,2671.32,2655.87,2663.14,35914.42,95672630.9922
1724130000000,2663.14,2695.0,2663.14,2682.9,71829.54,192716996.0696
1724133600000,2682.9,2684.57,2671.4,2674.59,17044.33,45634519.5371
1724137200000,2674.59,2677.18,2668.0,2673.75,14881.25,39766688.2401
1724140800000,2673.75,2674.77,2656.0,2659.59,25508.15,67912692.1708
1724144400000,2659.59,2665.0,2654.14,2659.19,20190.5,53717305.232
1724148000000,2659.19,2661.83,2651.12,2654.55,10258.62,27251056.5071
1724151600000,2654.55,2656.58,2638.26,2640.9,27551.87,72907094.3602
1724155200000,2640.9,2655.36,2639.4,2645.03,24375.83,64557233.1418
1724158800000,2645.03,2649.43,2623.31,2644.19,66603.13,175730696.1265
1724162400000,2644.19,2645.25,2582.19,2583.66,113045.04,294813812.6663
1724166000000,2583.66,2584.39,2552.98,2573.46,127050.38,326525458.8441
1724169600000,2573.46,2581.77,2563.59,2573.14,37508.09,96509424.2673
1724173200000,2573.14,2592.0,2568.35,2588.13,23552.72,60759051.0178
1724176800000,2588.13,2601.76,2583.12,2589.13,47348.56,122807357.7866
1724180400000,2589.13,2606.0,2586.93,2600.85,23308.02,60550975.3554
1724184000000,2600.85,2608.74,2588.0,2588.67,19735.46,51304032.0398
1724187600000,2588.67,2590.0,2562.19,2582.94,48854.24,125864408.6689
1724191200000,2582.94,2592.84,2582.28,2585.63,14275.93,36941400.5733
1724194800000,2585.63,2587.06,2570.03,2570.97,17222.76,44406657.7241
1724198400000,2570.97,2583.99,2570.51,2575.24,15230.94,39261030.3316
1724202000000,2575.24,2583.79,2555.5,2583.38,26122.16,67064464.9185
1724205600000,2583.38,2596.6,2581.2,2589.26,11606.85,30057101.8065
1724209200000,2589.26,2593.04,2585.0,2589.99,6059.9,15687165.0063
1724212800000,2589.99,2593.0,2586.83,2591.04,5677.64,14706175.8996
1724216400000,2591.04,2595.0,2589.48,2591.35,8243.51,21371754.7862
1724220000000,2591.35,2604.66,2591.13,2599.43,17022.25,44249185.376
1724223600000,2599.43,2605.28,2594.0,2599.28,13582.5,35308581.5245
