event_time_ms,open,high,low,close,volume,turnover
1722902400000,2418.38,2540.6,2414.21,2539.53,140334.25,349488126.362
1722906000000,2539.53,2545.79,2497.34,2515.14,69956.71,176621808.9337
1722909600000,2515.14,2522.49,2498.57,2505.88,39367.02,98793566.498
1722913200000,2505.88,2507.2,2479.99,2490.48,37054.07,92417632.7393
1722916800000,2490.48,2503.53,2477.0,2498.41,30905.89,76974438.3453
1722920400000,2498.41,2525.4,2483.25,2523.88,40231.91,100908847.82
1722924000000,2523.88,2534.1,2499.13,2513.53,50436.26,127058209.0763
1722927600000,2513.53,2527.9,2492.37,2522.35,37583.52,94325339.3022
1722931200000,2522.35,2524.02,2438.33,2458.6,115383.27,285247595.6083
1722934800000,2458.6,2469.38,2441.75,2461.71,56843.89,139468861.6668
1722938400000,2461.71,2473.46,2445.0,2455.73,43322.76,106475386.9558
1722942000000,2455.73,2469.91,2441.0,2456.84,33678.93,82637657.4865
1722945600000,2456.84,2467.0,2424.93,2437.69,61009.88,149352516.1252
1722949200000,2437.69,2468.6,2412.17,2451.48,100793.45,246174478.4781
1722952800000,2451.48,2554.66,2449.21,2522.23,163460.04,412076412.6813
1722956400000,2522.23,2532.85,2492.19,2526.48,65187.8,163838418.1454
1722960000000,2526.48,2547.43,2509.51,2529.51,62938.17,159152110.6832
1722963600000,2529.51,2542.04,2478.87,2481.91,69179.68,173856749.4272
1722967200000,2481.91,2521.36,2480.24,2498.6,58052.02,145319332.3235
1722970800000,2498.6,2514.66,2485.03,2491.17,56360.73,140835550.8604
1722974400000,2491.17,2502.02,2471.44,2487.13,64422.86,160168681.3207
1722978000000,2487.13,2495.07,2473.23,2491.37,26778.43,66570243.1494
1722981600000,2491.37,2512.43,2455.08,2473.99,79720.0,197357407.4772
1722985200000,2473.99,2482.9,2444.12,2459.73,37014.94,91013041.0242
1722988800000,2459.73,2470.79,2429.82,2457.59,45574.02,111724448.0027
1722992400000,2457.59,2502.67,2423.27,2498.78,64537.29,159207217.2921
1722996000000,2498.78,2528.91,2479.2,2493.29,69328.55,173418880.3379
1722999600000,2493.29,2515.29,2489.05,2505.87,38432.14,96153501.4145
1723003200000,2505.87,2533.3,2503.12,2515.07,52461.45,132173479.4063
1723006800000,2515.07,2533.15,2501.65,2503.89,38681.37,97311324.8272
1723010400000,2503.89,2510.46,2491.05,2499.03,28519.68,71301193.8098
1723014000000,2499.03,2518.69,2483.08,2509.66,37477.66,93709188.4519
